"NAME","Weight","WeightClass","REACH","SLPM","SAPM","STRA","STRD","TD","TDA","TDD","SUBA"
"Ricky Johnson",145,"featherweight",70,1.83,6.3,0.25,0.36,0,0,0,0
"Tony Johnson",205,"lightheavyweight",76,4,3.67,0.92,0.22,0,0,0.9,0
"Lavar Johnson",240,"heavyweight",82,5.39,2.54,0.55,0.55,0.61,0.66,0.54,0.6
"Demetrious Johnson",125,"flyweight",66,3.43,1.66,0.54,0.67,3.35,0.56,0.65,0.5
"Michael Johnson",155,"lightweight",73,4.21,3.82,0.38,0.58,0.49,0.45,0.77,0.1
"Deshaun Johnson",167,"welterweight",73,2.27,6.67,0.41,0.43,0,0,0,0
"Kajan Johnson",155,"lightweight",75,2.47,1.59,0.42,0.64,1.54,0.37,0.62,0.2
"Dashon Johnson",145,"featherweight",70,1.01,3.83,0.69,0.35,0.85,0.33,0.63,0.8
"Timothy Johnson",265,"heavyweight",77,3.43,3.08,0.45,0.44,1.09,0.24,0.69,0
"Tony Johnson",265,"heavyweight",77,2,4.73,0.53,0.31,2,0.22,0,0
"Jordan Johnson",205,"lightheavyweight",79,3.45,2.64,0.47,0.53,3.25,0.42,1,1.2
"Taylor Johnson",185,"middleweight",74,5.09,1.13,0.6,0.33,8.49,1,1,0
"Chad Johnson",230,"heavyweight",80,5.92,7.8,0.68,0.4,0,0,0,0
"Jose Johnson",135,"bantamweight",72,1,1.87,0.46,0.51,0,0,0.29,0
"Brian Johnston",230,"heavyweight",77,0,0,0,0,0,0,0,0
"Liana Jojua",125,"flyweight",62,2.53,4.86,0.39,0.48,1.49,0.66,0.5,2.2
"Daniel Jolly",205,"lightheavyweight",75,1.32,3.39,0.46,0.44,2.83,0.33,0.5,0
"Paul Jones",199,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Jon Jones",205,"lightheavyweight",84,4.3,2.22,0.57,0.64,1.85,0.44,0.95,0.4
"Nathan Jones",345,"heavyweight",77,0,0,0,0,0,0,0,0
"Marcus Jones",265,"heavyweight",77,1.94,2.71,0.52,0.58,8.71,0.75,0,2.9
"Carlton Jones",225,"heavyweight",77,2.32,3.58,0.41,0.56,4.02,0.5,0.57,2.7
"Jesse Jones",170,"welterweight",73,0,0,0,0,0,0,0,0
"Tito Jones",145,"featherweight",70,0,0,0,0,0,0,0,0
"Roy Jones",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Justin Jones",185,"middleweight",75,1.7,3.17,0.36,0.45,1,0.15,0.46,0.5
"Ben Jones",185,"middleweight",75,0,0,0,0,0,0,0,0
"Victor Jones",145,"featherweight",70,0,0,0,0,0,0,0,0
"Chris Jones",149,"lightweight",72,0,0,0,0,0,0,0,0
"Roshaun Jones",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Jamelle Jones",205,"lightheavyweight",75,1.78,3.11,0.8,0.65,0,0,0,0
"Antonio Jones",185,"middleweight",75,7.5,30,0.55,0.42,0,0,0,0
"Trevin Jones",140,"featherweight",70,3.84,6.81,0.61,0.35,1.17,0.2,0,0
"Mason Jones",155,"lightweight",72,7.8,7.2,0.37,0.47,1,0.25,0.66,0
"Jocelyn Jones-Lybarger",115,"strawweight",64,2.96,4.83,0.31,0.56,0.34,0.25,0.81,0
"Kevin Jordan",245,"heavyweight",77,2,1.91,0.4,0.55,0,0,0.77,0.6
"Joe Jordan",155,"lightweight",72,1.85,4.27,0.25,0.59,0,0,0.66,0
"Shawn Jordan",260,"heavyweight",75,2.87,3.3,0.5,0.47,1.97,0.38,0.76,0.1
"Ivan Jorge",155,"lightweight",73,3.41,2.91,0.49,0.59,1.56,0.16,0.75,0.6
"Scott Jorgensen",135,"bantamweight",66,3.37,3.41,0.4,0.65,2.61,0.45,0.59,0.7
"Gareth Joseph",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Dwight Joseph",135,"bantamweight",69,2.6,2.87,0.52,0.55,1,0.2,0.2,1
"Jeff Joslin",170,"welterweight",73,2.17,1.57,0.39,0.65,0.5,0.33,0.64,0.5
"Krzysztof Jotko",185,"middleweight",77,2.98,1.9,0.45,0.58,1.27,0.35,0.87,0.1
"Alan Jouban",170,"welterweight",73,5.67,3.77,0.5,0.6,0.51,0.44,0.58,0.3
"Charles Jourdain",145,"featherweight",69,4.13,3.85,0.43,0.6,0,0,0.47,0.8
"Mike Joy",155,"lightweight",72,0.57,1.71,0.33,0.47,0.78,0.33,0,2.3
"Dustin Joynson",244,"heavyweight",78,3.28,5.63,0.53,0.47,0,0,0,0
"Tony Juarez",155,"lightweight",72,0.89,10.34,0.25,0.38,4.43,1,0.66,0
"Jesse Juarez",170,"welterweight",73,1.71,2.87,0.48,0.52,2.69,0.33,0.5,0
"Steve Judson",230,"heavyweight",77,0,0,0,0,0,0,0,0
"Luke Jumeau",170,"welterweight",72,2.93,3.17,0.43,0.58,0.25,1,0.86,0
"Bu-Kyung Jung",154,"lightweight",72,0.63,1.85,0.36,0.56,1.1,0.75,0,1.5
"Chan Sung Jung",145,"featherweight",72,4.15,4.01,0.41,0.56,0.62,0.41,0.75,0.5
"Young Sam Jung",139,"featherweight",70,0.53,2.79,0.09,0.63,0,0,0,2
"Da-Un Jung",205,"lightheavyweight",78,5.06,5.38,0.43,0.55,0,0,0.83,0.5
"Scott Junk",265,"heavyweight",77,5.13,1.81,0.6,0.45,0,0,0,0
"Myles Jury",145,"featherweight",73,2.94,2.16,0.42,0.66,2.16,0.55,0.5,0.3
"Cristiane Justino",145,"featherweight",68,7.28,2.25,0.52,0.64,0.66,0.55,0.94,0.4
"Patrick Kaase",185,"middleweight",75,4.4,0.53,0.67,0.5,0,0,0.5,0
"Emily Kagan",115,"strawweight",64,2.6,5.29,0.36,0.38,1.86,0.14,0.5,0
"Oron Kahlon",145,"featherweight",70,0,0,0,0,0,0,0,0
"Sirwan Kakai",135,"bantamweight",69,3.57,4.63,0.41,0.62,4,0.42,0.83,0
"Geza Kalman",200,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Bryson Kamaka",170,"welterweight",73,9.47,12.63,0.6,0,0,0,1,0
"Kai Kamaka",145,"featherweight",69,6.58,6.74,0.6,0.49,3.68,0.75,0.37,0.6
"Martin Kampmann",170,"welterweight",72,3.22,3.28,0.42,0.62,1.86,0.41,0.78,2
"Bharat Kandare",135,"bantamweight",72,0.7,1.88,0.1,0.72,0,0,0,0
"Hiromitsu Kanehara",200,"lightheavyweight",76,0.76,4.39,0.22,0.4,0,0,0.4,0.4
"Masanori Kanehara",135,"bantamweight",67,1.88,1.63,0.49,0.62,1.44,0.5,0.63,0.9
"Ken Kaneko",161,"welterweight",73,0,0.94,0,0.42,0,0,0,3.5
"Denis Kang",185,"middleweight",77,2.27,1.65,0.35,0.67,2.51,0.65,0.38,1.2
"Kyung Ho Kang",135,"bantamweight",73,2.52,2.43,0.44,0.58,2.53,0.59,0.71,1.1
"Manel Kape",125,"flyweight",68,3.27,4.93,0.53,0.5,2,0.28,1,0
"David Kaplan",155,"lightweight",72,2.88,4.32,0.46,0.67,4.88,0.43,0,0.7
"Kai Kara-France",125,"flyweight",69,5.02,3.84,0.39,0.66,0.53,0.23,0.86,0
"Georgi Karakhanyan",145,"featherweight",70,4.49,5,0.39,0.54,1.41,0.5,0.33,1.9
"Alex Karalexis",155,"lightweight",66,2.57,2.39,0.42,0.54,2.7,0.45,0.86,0.9
"Impa Kasanganay",185,"middleweight",75,5.36,3.52,0.49,0.6,1.44,0.83,0.63,0
"Nadia Kassem",125,"flyweight",66,3.13,4.48,0.41,0.48,0.46,0.33,0.4,2.8
"Yusuke Kasuya",155,"lightweight",72,2.17,4.34,0.44,0.48,1.36,0.33,0,0
"Tetsuji Kato",155,"lightweight",72,1.2,2.1,0.29,0.7,2,0.57,0.8,0.5
"Hisaki Kato",185,"middleweight",75,2.8,1.72,0.48,0.68,1.62,1,0,0
"Brad Katona",135,"bantamweight",64,3.33,2.98,0.51,0.57,1.25,0.22,0.47,0
"Calvin Kattar",145,"featherweight",72,5.07,8.16,0.42,0.5,0.37,0.3,0.89,0
"Sarah Kaufman",135,"bantamweight",66,6.65,4,0.46,0.62,0.38,0.57,0.81,0
"Yusuke Kawaguchi",255,"heavyweight",77,2.87,3.93,0.47,0.5,0,0,0.72,0
"Canaan Kawaihae",145,"featherweight",70,2.33,5.4,0.72,0.34,0,0,1,0
"Tatsuya Kawajiri",145,"featherweight",69,2.04,2.01,0.44,0.5,3.63,0.48,0.63,1.1
"Ryo Kawamura",205,"lightheavyweight",76,0.6,3.93,0.16,0.39,0,0,0.06,0
"Julie Kedzie",135,"bantamweight",69,2.9,3.18,0.36,0.46,1.14,0.23,0.78,0
"Ryan Keenan",170,"welterweight",73,0,0,0,0,0,0,0,0
"CJ Keith",155,"lightweight",72,0.86,1.82,0.5,0.5,0,0,0.62,0
"Chris Kelades",125,"flyweight",68,2.4,2.64,0.43,0.48,1.04,0.18,0.53,0.3
"Brian Kelleher",145,"featherweight",66,3.92,5.47,0.39,0.53,1,0.25,0.59,0.7
"Mayana Kellem",135,"bantamweight",69,1.94,2.9,0.22,0.62,0,0,0,0
"Tony Kelley",135,"bantamweight",70,4.57,4.77,0.47,0.43,0,0,0.5,2
"Paul Kelly",155,"lightweight",70,3.22,2.61,0.37,0.59,1.34,0.6,0.3,1.5
"John Kelly",170,"welterweight",73,0,0,0,0,0,0,0,0
"Daniel Kelly",185,"middleweight",70,3.62,4.64,0.38,0.61,1.86,0.34,0.78,0.3
"Tim Kennedy",185,"middleweight",74,2.78,1.84,0.47,0.62,2.58,0.35,0.7,0.7
"Steve Kennedy",170,"welterweight",73,2.28,5.52,0.35,0.45,2.51,0.33,0,0
"Jeremy Kennedy",145,"featherweight",71,2.22,2.58,0.46,0.47,5.73,0.52,0.66,0
"Waylon Kennell",185,"middleweight",75,0,0,0,0,0,0,0,0
"Casey Kenney",140,"featherweight",68,4.81,4.3,0.42,0.59,1.1,0.39,0.59,0.5
"Mark Kerr",266,"heavyweight",77,0.28,0.89,0.41,0.28,2.92,0.77,0,0.4
"Will Kerr",155,"lightweight",69,1.91,6.22,0.42,0.33,0,0,0,14.3
"Ron Keslar",185,"middleweight",75,0,2.05,0,0.6,0,0,1,7.7
"Rustam Khabilov",155,"lightweight",73,1.98,2.16,0.34,0.65,3.95,0.41,0.61,0.1
"Adam Khaliev",170,"welterweight",73,0,0,0,0,0,0,0,0
"Sergey Khandozhko",170,"welterweight",74,2.83,1.7,0.42,0.6,0.5,0.16,0.64,0
"Sergei Kharitonov",245,"heavyweight",77,3.9,3.03,0.44,0.54,1.16,0.53,0.7,1
"Alfred Khashakyan",135,"bantamweight",70,6.14,6.38,0.42,0.4,3.54,0.25,0,0
"Aliaskhab Khizriev",185,"middleweight",74,6,3.6,0.83,0.66,18,0.5,0,18
"Pannie Kianzad",135,"bantamweight",66,5.14,3.62,0.49,0.57,0.22,0.14,0.83,0.2
"Akira Kikuchi",155,"lightweight",72,3.67,0.4,0.56,0.14,2,0.4,1,0
"Katsunori Kikuno",145,"featherweight",66,2.64,2.47,0.4,0.61,1.88,0.75,0.76,0.8
"Sanae Kikuta",200,"lightheavyweight",76,0.7,0.9,0.45,0.52,1.6,0.63,0.25,1.8
"Jacob Kilburn",145,"featherweight",72,2.56,6.78,0.33,0.35,0.51,0.05,0.2,0.5
"Dong Hyun Kim",170,"welterweight",76,2.12,1.89,0.49,0.58,2.93,0.43,0.71,0.6
"Jin Oh Kim",205,"lightheavyweight",76,5.06,8.43,0.25,0.5,0,0,0.66,0
"Dae Won Kim",180,"middleweight",75,1.75,2.51,0.32,0.36,3.43,0.42,0,0
"Jong Wang Kim",240,"heavyweight",77,0,0,0,0,0,0,0,0
"Jong Won Kim",139,"featherweight",70,0.84,3.28,0.15,0.63,2.81,1,0,0
"Min Soo Kim",255,"heavyweight",77,0.87,3.48,1,0.2,0,0,0,0
"Jong Man Kim",139,"featherweight",70,1.33,3,0.21,0.6,0,0,0,0
"Ji Yeon Kim",125,"flyweight",72,4.5,4.94,0.34,0.57,0,0,0.42,0
"Jeremy Kimball",205,"lightheavyweight",72,2.81,3.84,0.46,0.49,1.41,0.2,0.5,0
"Rob Kimmons",185,"middleweight",73,1.86,4.79,0.48,0.38,2.08,0.46,0.25,2.4
"Dustin Kimura",135,"bantamweight",71,1.33,3.82,0.21,0.51,0.93,0.37,0.5,2.2
"Taiei Kin",185,"middleweight",75,2.71,1.33,0.6,0.52,0,0,0.55,0
"Mike King",185,"middleweight",75,4.44,1.29,0.58,0.72,1.75,0.25,0.4,3.5
"Kyle Kingsbury",205,"lightheavyweight",79,2.97,3.81,0.4,0.51,2.64,0.41,0.52,0
"Kamuela Kirk",145,"featherweight",75,5.31,12.25,0.57,0.21,2.89,0.4,1,0
"Yurij Kiseliov",185,"middleweight",75,4.88,0,0.87,0,0,0,0.5,0
"Justine Kish",125,"flyweight",64,4.65,4.62,0.48,0.59,1.01,0.35,0.55,0.2
"Koji Kitao",350,"heavyweight",77,0,0,0,0,0,0,0,0
"Satoru Kitaoka",154,"lightweight",72,0.68,2.15,0.33,0.45,0.62,0.1,0.27,2.1
"Ludovit Klein",155,"lightweight",72,7.11,3.16,0.69,0.42,0,0,0,0
"Seth Kleinbeck",185,"middleweight",75,2.55,2.42,0.33,0.4,0.98,0.25,0.9,0
"Stefan Klever",185,"middleweight",75,0.82,3.84,0.5,0.58,0,0,0,0
"Drakkar Klose",155,"lightweight",70,3.89,3.64,0.53,0.53,1.56,0.3,0.68,0
"Michael Knaap",220,"heavyweight",77,0,0,0,0,0,0,0,0
"Kevin Knabjian",170,"welterweight",73,0,15.56,0,0.22,0,0,1,0
"Jason Knight",145,"featherweight",71,2.95,3.02,0.33,0.51,1.31,0.31,0.47,1.7
"William Knight",205,"lightheavyweight",73,4.69,2.88,0.76,0.33,3.76,0.66,0.63,0.5
"Isao Kobayashi",145,"featherweight",70,1.01,1.66,0.33,0.45,2.17,1,1,0
"Kelly Kobold",135,"bantamweight",69,2.33,4.11,0.21,0.59,1.67,0.11,0,0
"Erik Koch",170,"welterweight",71,2.33,2.82,0.42,0.47,1.02,0.42,0.81,1
"Sokun Koh",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Shingo Kohara",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Brad Kohler",220,"heavyweight",77,0,0,0,0,0,0,0,0
"Charlie Kohler",155,"lightweight",72,0.81,4.31,0.33,0.46,0,0,0,4
"Tsuyoshi Kohsaka",225,"heavyweight",77,1.88,4.41,0.38,0.54,1.32,0.2,0.33,0.4
"John Kolosci",185,"middleweight",75,0.21,0.85,0.2,0.5,0,0,0,0
"Yuki Kondo",183,"middleweight",75,1.14,2.57,0.42,0.51,0.76,0.41,0.37,0.5
"Syuri Kondo",115,"strawweight",66,5.4,7.22,0.44,0.58,0,0,0.83,0.3
"Cheick Kongo",240,"heavyweight",82,3.33,1.28,0.56,0.54,2.3,0.56,0.52,0.2
"Andrei Kopylov",265,"heavyweight",77,0.33,4.31,0.66,0.4,0,0,0,0
"Roman Kopylov",185,"middleweight",75,2.64,3.07,0.38,0.63,0,0,0.66,0
"Andrey Koreshkov",170,"welterweight",73,2.84,1.92,0.39,0.63,4.8,0.53,0,0
"Josh Koscheck",170,"welterweight",73,1.79,2.27,0.36,0.63,2.46,0.48,0.64,0.4
"Naoyuki Kotani",155,"lightweight",66,1.02,2.89,0.31,0.5,0.83,0.16,0.46,0.8
"Ilya Kotau",170,"welterweight",73,3.94,4.38,0.4,0.44,6.57,1,1,6.6
"Iouri Kotchkine",235,"heavyweight",77,0.67,4.92,0.38,0.15,0,0,0.25,0
"Matt Kovacs",244,"heavyweight",77,1.47,4.87,0.22,0.44,1,0.25,0,0
"Marcus Kowal",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Karolina Kowalkiewicz",115,"strawweight",64,5.27,5.65,0.39,0.56,0.1,0.12,0.75,0.1
"Steve Kozola",155,"lightweight",72,3.9,4.36,0.39,0.5,2.34,1,1,0
"Derrick Krantz",170,"welterweight",72,2.07,4.03,0.37,0.5,3.18,0.5,0,0.8
"James Krause",170,"welterweight",73,4.79,4.11,0.49,0.61,0.96,0.18,0.59,0.9
"Pascal Krauss",170,"welterweight",73,5.45,3.88,0.47,0.59,1.53,0.5,0.6,0.9
"Rene Kronvold",170,"welterweight",73,0.82,2.47,1,0.6,0,0,0.66,4.1
"Jorgen Kruth",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Nikita Krylov",205,"lightheavyweight",77,4.33,2.52,0.56,0.43,1.34,0.33,0.55,1.3
"Mariusz Ksiazkiewicz",185,"middleweight",75,0.93,3.4,0.45,0.39,4,1,0,2
"Junya Kudo",135,"bantamweight",69,1.85,4.44,0.71,0.33,0,0,0,0
"John Kuhner",170,"welterweight",73,0,0,0,0,0,0,0,0
"Michael Kuiper",185,"middleweight",73,3.28,3.62,0.54,0.54,2.3,0.55,0.79,0
"Anton Kuivanen",155,"lightweight",72,2.27,1.63,0.38,0.67,1.2,1,0.71,0.4
"Maiju Kujala",135,"bantamweight",69,2.5,5.5,0.4,0.36,0,0,0.5,0
"Aleksei Kunchenko",170,"welterweight",70,3.67,2.83,0.44,0.63,0.25,0.33,0.8,0
"Keigo Kunihara",235,"heavyweight",77,0.17,1.99,0.1,0.57,4.97,0.4,1,2.5
"Kiichi Kunimoto",170,"welterweight",71,1.87,3.92,0.44,0.41,1.59,0.2,0.28,0.3
"Yana Kunitskaya",135,"bantamweight",68,4.22,2.62,0.57,0.51,1.62,0.53,0.5,0.2
"Leo Kuntz",155,"lightweight",72,1.68,3.8,0.32,0.45,1.99,0.25,0.33,0.7
"Korey Kuppe",170,"welterweight",77,0.73,1.33,0.73,0.31,0,0,0.69,1
"Ramazan Kuramagomedov",170,"welterweight",73,11.67,9.13,0.67,0.54,1,0.14,0,0
"Tsuyoshi Kurihara",185,"middleweight",75,0,12,0,0.5,0,0,0,0
"Eldari Kurtanidze",235,"heavyweight",77,0.47,3.72,0.2,0.6,0,0,0,0
"Kyle Kurtz",170,"welterweight",73,1.31,2.95,0.36,0.52,1.23,0.2,0,2.5
"Guram Kutateladze",155,"lightweight",72,2.47,3.47,0.43,0.58,0,0,0.68,0
"Lina Kvokov",135,"bantamweight",69,2.31,12.12,0.3,0.19,0,0,0,0
"Kaleo Kwan",155,"lightweight",72,0,0,0,0,0,0,0,0
"Jarrod Kwitty",185,"middleweight",75,0.53,4.4,0.5,0.32,8,0.5,0,2
"Mike Kyle",205,"lightheavyweight",77,3.93,3.35,0.51,0.49,1.33,0.62,0.5,0.8
"Achmed Labasanov",215,"heavyweight",77,0.75,1.1,0.39,0.46,3,1,0,0.8
"Josh LaBerge",145,"featherweight",70,2.53,5.33,0.36,0.44,0,0,0.71,0
"Jeremiah Labiano",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Kemran Lachinov",170,"welterweight",73,0,0,0,0,0,0,0,0
"Aspen Ladd",135,"bantamweight",66,5.22,4.84,0.55,0.46,2.45,0.75,0.66,1.2
"Ryan LaFlare",170,"welterweight",74,2.89,1.86,0.4,0.63,2.13,0.44,0.58,0.2
"Ben Lagman",185,"middleweight",75,0,0,0,0,0,0,0,0
"Noad Lahat",145,"featherweight",69,2.79,1.47,0.46,0.63,2.37,0.26,0.16,2.4
"Tina Lahdemaki",115,"strawweight",64,1.93,4.67,0.2,0.57,0,0,0.16,0
"Tim Lajcik",225,"heavyweight",77,0,0,0,0,0,0,0,0
"Todd Lally",145,"featherweight",70,0,0,0,0,0,0,0,0
"Sean Lally",170,"welterweight",73,5.34,7.23,0.39,0.3,0,0,0,0
"Ricardo Lamas",145,"featherweight",71,3.13,2.87,0.47,0.57,1.84,0.33,0.46,0.9
"Jason Lambert",185,"middleweight",75,3.21,1.84,0.58,0.5,1.35,0.36,0.28,2.4
"Jose Landi-Jons",170,"welterweight",73,0.99,0.77,0.4,0.43,2.2,0.8,0.4,2.2
"Nate Landwehr",145,"featherweight",72,7.02,7.67,0.5,0.51,0,0,0.85,0
"Austen Lane",245,"heavyweight",77,5.26,6.32,0.35,0.6,0,0,0,0
"Aaron Lanfranco",155,"lightweight",72,0,0,0,0,0,0,0,0
"Jeremy Lang",205,"lightheavyweight",76,1.13,1.41,0.5,0.42,4.22,0.6,0,4.2
"Lionel Lanham",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Lina Lansberg",135,"bantamweight",65,2.76,3.7,0.57,0.44,0.71,0.33,0.5,0.1
"Taylor Lapilus",135,"bantamweight",73,3.77,2,0.45,0.61,0.58,0.4,0.81,0.6
"Chad Laprise",170,"welterweight",71,4.78,3.59,0.42,0.65,1.05,0.54,0.78,0
"Anthony Lapsley",170,"welterweight",73,0.53,0.58,0.34,0.66,0,0,0.2,0
"TJ Laramie",145,"featherweight",66,2.73,3.24,0.51,0.26,2.56,0.5,0,0
"Icho Larenas",235,"heavyweight",77,0.17,2.5,0.15,0.28,0,0,0.14,0
"Lorenz Larkin",170,"welterweight",72,3.53,2.74,0.46,0.63,0.27,0.42,0.79,0.1
"Jeremy Larsen",145,"featherweight",70,4.87,5.75,0.48,0.57,2.49,0.33,0,0
"Brock Larson",170,"welterweight",71,1.39,1.5,0.46,0.55,2.67,0.34,0.43,2
"Ryan Larson",170,"welterweight",73,0,0,0,0,0,0,0,0
"Bobby Lashley",255,"heavyweight",78,3.1,0.76,0.63,0.63,11.47,0.7,0,0
"Ilir Latifi",205,"lightheavyweight",73,2.01,2.84,0.4,0.56,2.02,0.32,1,0.4
"Sione Latu",215,"heavyweight",77,0,0,0,0,0,0,0,0
"Jenel Lausa",125,"flyweight",68,1.44,3.53,0.42,0.53,0.55,0.66,0.51,0.8
"Joe Lauzon",155,"lightweight",71,2.84,5.39,0.39,0.54,2.39,0.45,0.54,2
"Dan Lauzon",155,"lightweight",72,1.34,4.09,0.25,0.61,1.63,0.33,0.8,2.7
"Chatt Lavender",170,"welterweight",73,0,0,0,0,0,0,0,0
"Muhammed Lawal",205,"lightheavyweight",78,3.79,1.61,0.52,0.66,5.96,0.75,0.87,0
"Robbie Lawler",170,"welterweight",74,3.5,4.16,0.45,0.6,0.68,0.64,0.64,0
"Tom Lawlor",205,"lightheavyweight",74,2.5,2.41,0.42,0.6,2.46,0.32,0.57,1.4
"Justin Lawrence",145,"featherweight",67,3.84,2.83,0.35,0.67,0.72,0.28,0.73,0
"Lance Lawrence",145,"featherweight",74,5.87,9.8,0.5,0.24,1,1,0.5,0
"Ronnie Lawrence",135,"bantamweight",68,3.8,1.09,0.58,0.61,10.86,0.76,1,0.5
"Eric Lawson",185,"middleweight",75,1.58,1.97,0.57,0.44,8.88,0.42,0,3
"Valmir Lazaro",155,"lightweight",73,4.87,4.09,0.37,0.61,1.33,0.4,0.96,0
"Mounir Lazzez",170,"welterweight",76,5.69,4.78,0.55,0.45,3.41,1,0.6,0
"Cung Le",185,"middleweight",70,4.36,2.98,0.48,0.66,1.37,0.71,0.88,0.3
"Thanh Le",145,"featherweight",74,1.97,1.82,0.4,0.7,0,0,1,0
"Jordan Leavitt",155,"lightweight",71,1.08,0.43,0.55,0.75,6.5,0.66,0,3.2
"Jerome LeBanner",265,"heavyweight",77,0.92,1.03,0.35,0.37,0,0,0.5,0
"Chris Leben",185,"middleweight",73,2.87,2.87,0.42,0.52,1.14,0.41,0.53,0.8
"Mickael Lebout",155,"lightweight",73,2.6,2.98,0.34,0.54,0,0,0.6,0
"Stephen Ledbetter",145,"featherweight",70,1.2,1.6,0.38,0.57,5,0.45,1,0
"Justin Ledet",205,"lightheavyweight",80,3.35,4.82,0.39,0.49,0.23,0.5,0.42,0.2
"James Lee",205,"lightheavyweight",76,1.4,3.72,0.42,0.27,13.95,0.5,0,7
"David Lee",155,"lightweight",72,1.49,3.31,0.5,0.42,0,0,0.5,0
"Eun Soo Lee",215,"heavyweight",77,0,3.05,0,0.6,0,0,0.5,0
"Tae Hyun Lee",295,"heavyweight",77,1.37,3.89,0.31,0.54,5.15,1,0,0
"Tommy Lee",145,"featherweight",70,0,0.3,0,0.75,4.57,0.33,0,0
"Matt Lee",155,"lightweight",72,0,9.68,0,0.21,0,0,0,0
"Vaughan Lee",125,"flyweight",66,3.47,2.07,0.47,0.7,0.81,0.33,0.72,1
"Kevin Lee",170,"welterweight",77,3.9,3.23,0.42,0.51,3.21,0.43,0.75,0.8
"Rocky Lee",145,"featherweight",70,2.47,5.33,0.51,0.44,1,0.1,0.33,0
"Andrea Lee",125,"flyweight",69,5.58,3.83,0.49,0.65,1.67,0.45,0.57,0.5
"Ricky Legere Jr.",170,"welterweight",73,1.07,1.53,0.41,0.6,5,0.41,0,0
"Sherron Leggett",155,"lightweight",72,2.86,2.08,0.51,0.47,5.19,0.8,0.33,0
"Cheyden Leialoha",135,"bantamweight",73,1.87,3.2,0.28,0.53,2,0.33,0.71,0
"Thales Leites",185,"middleweight",78,2.13,2.99,0.4,0.52,2.1,0.27,0.3,1.1
"Stefan Leko",215,"heavyweight",77,2.4,6.17,0.43,0.68,0,0,0,0
"Gabe Lemley",155,"lightweight",72,0.82,6.03,0.35,0.45,0,0,0,0
"Amanda Lemos",115,"strawweight",65,6.21,5.39,0.64,0.45,1.98,1,1,0.5
"Giacomo Lemos",247,"heavyweight",75,0,0,0,0,0,0,0,0
"Christophe Leninger",200,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Jesse Lennox",170,"welterweight",72,2.69,3.2,0.32,0.64,1.22,0.66,0.63,0.3
"Jean Francois Lenogue",185,"middleweight",75,1.13,0.27,0.34,0.6,0,0,0.33,0
"Nik Lentz",145,"featherweight",68,3.44,3.25,0.47,0.5,3.3,0.32,0.43,1.2
"Alberta Cerra Leon",238,"heavyweight",77,0,0,0,0,0,0,0,0
"Victoria Leonardo",125,"flyweight",64,3.4,4.15,0.37,0.47,2.39,0.37,0,0
"Anthony Leone",135,"bantamweight",69,1.94,2.52,0.53,0.56,1.72,0.18,0,0
"Chad Leonhardt",170,"welterweight",73,0,0,0,0,0,0,0,0
"Kimo Leopoldo",235,"heavyweight",77,0.76,2.12,0.83,0.3,4.55,1,0,2.3
"Lukasz Les",170,"welterweight",73,0,0,0,0,0,0,0,0
"Brock Lesnar",265,"heavyweight",81,3.53,2.11,0.72,0.5,3.9,0.55,0.6,0.5
"Frank Lester",170,"welterweight",73,2.18,3.82,0.36,0.53,0,0,0,0
"Valerie Letourneau",115,"strawweight",68,4.51,5.4,0.37,0.58,0.77,0.45,0.66,0.3
"Leah Letson",145,"featherweight",71,4.87,3.8,0.4,0.63,0,0,1,0
"Justin Levens",185,"middleweight",75,1.24,3.15,0.47,0.37,1.69,0.5,0.33,5.1
"Marcus LeVesseur",155,"lightweight",70,2.55,3.7,0.64,0.37,3.89,0.36,0.83,0.6
"David Levicki",275,"heavyweight",77,0,0,0,0,0,0,0,0
"Natan Levy",155,"lightweight",71,1.65,0.82,0.6,0.57,2.75,1,1,2.8
"John Lewis",155,"lightweight",72,0,4,0,0.66,0,0,0,0
"Derrick Lewis",260,"heavyweight",79,2.59,2.16,0.5,0.44,0.52,0.26,0.54,0
"Bevon Lewis",185,"middleweight",79,3.73,2.67,0.43,0.54,0,0,0.66,0
"Chi Lewis-Parry",243,"heavyweight",77,0,0,0,0,0,0,0,0
"Li Jingliang",170,"welterweight",71,4.52,3.65,0.42,0.59,1.28,0.39,0.59,0
"Jess Liaudin",170,"welterweight",72,2.46,2.76,0.51,0.41,3.28,0.53,0.3,1.6
"Chuck Liddell",205,"lightheavyweight",76,2.97,2.71,0.35,0.56,0.44,0.75,0.81,0
"Zach Light",170,"welterweight",73,0.81,1.9,0.33,0.48,1.36,1,0,0
"Scott Lighty",205,"lightheavyweight",76,2.91,4.24,0.21,0.49,0,0,0,0
